record number,datetime,season,holiday,weather,temp,humidity,windspeed,casual,registered,all_users
13106,12/24/11 12:00,1,0,1,8,39,19.00,15,79,94
13107,1/12/12 18:00,1,0,1,13,67,13.00,22,399,421
13108,8/22/11 20:00,3,0,1,24,34,13.00,21,247,268
13109,2/12/11 6:00,1,0,1,-3,93,13.00,1,1,2
13110,2/9/11 1:00,1,0,1,-4,36,15.00,0,7,7
13111,12/18/12 21:00,4,0,1,9,50,15.00,9,159,168
13112,1/21/11 6:00,1,0,1,2,55,17.00,0,27,27
13113,4/28/12 1:00,2,0,1,9,50,20.00,7,60,67
13114,5/8/11 0:00,2,0,2,16,59,7.00,22,78,100
13115,6/23/11 8:00,3,0,2,28,70,13.00,20,411,431
13116,3/12/11 3:00,1,0,1,3,65,17.00,1,6,7
13117,11/18/12 3:00,4,0,2,6,81,11.00,9,37,46
13118,5/18/12 21:00,2,0,1,21,40,0.00,49,209,258
13119,6/21/11 20:00,3,0,3,28,70,15.00,72,254,326
13120,5/9/11 18:00,2,0,1,22,38,20.00,66,457,523
13121,3/25/11 3:00,2,0,1,1,69,7.00,0,2,2
13122,8/27/12 2:00,3,0,1,22,88,9.00,0,8,8
13123,3/22/12 0:00,2,0,1,17,83,6.00,9,32,41
13124,11/4/11 21:00,4,0,1,8,46,17.00,8,115,123
13125,9/22/11 9:00,3,0,2,22,94,13.00,35,168,203
13126,8/1/11 22:00,3,0,1,26,70,6.00,21,116,137
13127,2/24/11 11:00,1,0,2,7,57,26.00,8,71,79
13128,12/16/11 23:00,4,0,2,6,49,9.00,4,71,75
13129,10/31/12 11:00,4,0,2,9,66,15.00,37,152,189
13130,7/26/12 5:00,3,0,1,24,74,13.00,2,40,42
13131,10/2/11 12:00,4,0,2,11,62,13.00,78,243,321
13132,11/10/11 5:00,4,0,2,9,100,9.00,1,22,23
13133,11/21/11 21:00,4,0,3,11,87,11.00,11,103,114
13134,8/14/11 9:00,3,0,3,24,89,19.00,27,76,103
13135,8/31/12 9:00,3,0,1,28,70,0.00,61,337,398
13136,9/7/12 7:00,3,0,1,23,89,7.00,21,465,486
13137,4/7/12 10:00,2,0,1,12,28,17.00,187,176,363
13138,8/31/11 9:00,3,0,1,23,69,6.00,27,216,243
13139,9/26/11 9:00,4,0,2,23,89,13.00,44,160,204
13140,5/22/12 19:00,2,0,1,24,69,15.00,44,320,364
13141,7/11/12 11:00,3,0,2,29,58,9.00,56,173,229
13142,2/13/12 15:00,1,0,1,9,27,9.00,10,145,155
13143,4/4/12 21:00,2,0,1,21,23,22.00,43,253,296
13144,9/9/12 18:00,3,0,1,24,36,17.00,156,404,560
13145,11/9/12 3:00,4,0,1,7,53,28.00,3,6,9
13146,4/10/11 17:00,2,0,2,17,72,13.00,84,152,236
13147,10/19/11 13:00,4,0,2,18,94,19.00,20,86,106
13148,12/22/12 17:00,1,0,1,5,41,20.00,15,99,114
13149,8/22/12 6:00,3,0,1,22,73,0.00,12,175,187
13150,7/9/12 3:00,3,0,3,26,89,13.00,0,5,5
13151,4/28/12 15:00,2,0,1,12,41,15.00,148,260,408
13152,11/22/12 2:00,4,1,1,3,75,6.00,3,15,18
13153,10/13/11 15:00,4,0,1,24,78,13.00,27,128,155
13154,3/31/11 16:00,2,0,2,6,87,17.00,13,72,85
13155,9/3/12 4:00,3,1,1,24,89,6.00,6,5,11
13156,9/3/12 1:00,3,1,2,25,89,11.00,18,37,55
13157,12/15/12 2:00,4,0,1,4,81,0.00,6,63,69
13158,7/10/11 15:00,3,0,1,33,39,19.00,142,219,361
13159,10/22/11 23:00,4,0,1,10,82,0.00,27,81,108
13160,7/9/11 12:00,3,0,1,31,46,17.00,145,221,366
13161,4/19/11 0:00,2,0,1,16,55,15.00,2,23,25
13162,4/20/11 8:00,2,0,1,22,69,31.00,22,373,395
13163,2/8/11 17:00,1,0,1,2,32,39.00,4,172,176
13164,7/10/11 12:00,3,0,1,32,46,19.00,133,244,377
13165,5/23/11 13:00,2,0,2,28,58,28.00,48,155,203
13166,7/5/11 7:00,3,0,1,26,65,6.00,22,246,268
13167,5/27/12 9:00,2,0,1,24,83,15.00,130,140,270
13168,6/6/12 3:00,2,0,1,14,82,0.00,0,8,8
13169,1/28/11 12:00,1,0,3,0,93,7.00,1,27,28
13170,9/12/12 15:00,3,0,1,27,37,9.00,75,243,318
13171,8/2/11 23:00,3,0,2,31,49,11.00,29,103,132
13172,2/18/11 14:00,1,0,1,24,36,20.00,73,118,191
13173,7/1/12 7:00,3,0,1,28,70,0.00,13,37,50
13174,10/17/12 2:00,4,0,1,10,76,0.00,4,12,16
13175,5/29/11 22:00,2,0,1,24,89,9.00,78,93,171
13176,6/19/12 12:00,2,0,1,26,65,6.00,70,221,291
13177,2/21/12 12:00,1,0,2,6,56,26.00,16,147,163
13178,10/15/12 17:00,4,0,1,19,64,17.00,96,670,766
13179,9/5/12 20:00,3,0,1,27,84,11.00,55,357,412
13180,9/22/12 20:00,3,0,1,26,54,17.00,76,249,325
13181,4/21/12 0:00,2,0,1,17,77,15.00,31,111,142
13182,5/19/11 10:00,2,0,2,18,83,0.00,35,93,128
13183,4/14/11 10:00,2,0,1,16,51,13.00,21,68,89
13184,12/5/11 10:00,4,0,2,9,87,6.00,9,78,87
13185,1/11/12 23:00,1,0,3,8,87,15.00,0,9,9
13186,4/19/12 10:00,2,0,1,15,63,6.00,46,143,189
13187,2/9/11 8:00,1,0,1,-4,42,0.00,1,195,196
13188,2/9/11 12:00,1,0,2,0,40,15.00,4,57,61
13189,1/8/12 11:00,1,0,1,9,46,15.00,55,201,256
13190,11/1/12 23:00,4,0,1,8,57,11.00,8,112,120
13191,7/18/12 22:00,3,0,1,29,58,6.00,42,246,288
13192,10/23/11 19:00,4,0,1,14,77,0.00,53,140,193
13193,2/8/12 12:00,1,0,2,5,65,19.00,14,124,138
13194,7/24/12 22:00,3,0,1,28,66,17.00,43,226,269
13195,6/6/11 3:00,2,0,1,20,88,0.00,2,3,5
13196,10/13/11 4:00,4,0,2,18,100,7.00,2,5,7
13197,9/29/12 21:00,4,0,1,17,55,9.00,73,219,292
13198,6/6/12 16:00,2,0,1,23,41,9.00,107,345,452
13199,9/24/12 12:00,4,0,1,19,35,20.00,77,265,342
13200,3/29/11 12:00,2,0,1,8,25,11.00,29,76,105
13201,6/13/11 14:00,2,0,1,26,34,17.00,55,145,200
13202,8/3/11 5:00,3,0,2,29,55,6.00,2,22,24
13203,9/13/12 9:00,3,0,1,21,64,6.00,46,292,338
13204,8/31/11 2:00,3,0,1,19,73,0.00,1,5,6
13205,4/17/11 15:00,2,0,1,18,32,35.00,178,209,387
13206,1/19/12 20:00,1,0,1,4,52,30.00,7,184,191
13207,5/18/11 9:00,2,0,3,19,83,17.00,26,175,201
13208,4/12/12 18:00,2,0,1,16,27,26.00,63,546,609
13209,11/3/11 22:00,4,0,1,11,82,0.00,21,116,137
13210,4/1/12 17:00,2,0,1,17,55,19.00,232,323,555
13211,5/1/12 18:00,2,0,1,26,54,9.00,81,662,743
13212,5/31/12 17:00,2,0,1,29,31,11.00,85,741,826
13213,6/29/11 3:00,3,0,2,24,83,7.00,2,3,5
13214,10/9/11 20:00,4,0,1,19,73,7.00,59,134,193
13215,7/5/11 22:00,3,0,1,29,66,15.00,31,124,155
13216,1/24/11 21:00,1,0,1,-2,63,11.00,6,53,59
13217,1/25/11 10:00,1,0,2,2,60,7.00,6,49,55
13218,7/9/12 18:00,3,0,1,29,48,9.00,82,790,872
13219,3/1/12 17:00,1,0,1,19,35,20.00,49,550,599
13220,8/26/12 15:00,3,0,3,23,89,19.00,132,259,391
13221,8/13/12 23:00,3,0,1,26,70,15.00,28,100,128
13222,7/21/11 21:00,3,0,1,32,75,15.00,38,187,225
13223,4/11/11 0:00,2,0,1,15,88,22.00,7,16,23
13224,5/7/11 16:00,2,0,1,21,38,13.00,119,223,342
13225,3/9/11 2:00,1,0,1,4,52,9.00,1,1,2
13226,10/3/11 21:00,4,0,2,11,82,0.00,10,128,138
13227,3/7/12 3:00,1,0,1,6,56,24.00,1,2,3
13228,10/1/11 4:00,4,0,1,13,58,28.00,2,6,8
13229,1/17/11 17:00,1,1,1,1,51,13.00,4,67,71
13230,6/2/11 22:00,2,0,1,23,33,17.00,14,141,155
13231,9/20/12 13:00,3,0,1,23,44,9.00,68,268,336
13232,10/31/12 22:00,4,0,1,9,57,9.00,18,147,165
13233,3/20/11 20:00,1,0,1,9,46,19.00,21,46,67
13234,11/13/12 15:00,4,0,1,11,40,20.00,33,184,217
13235,8/5/11 8:00,3,0,1,26,65,15.00,39,414,453
13236,7/14/12 17:00,3,0,3,26,79,11.00,199,259,458
13237,8/13/12 11:00,3,0,1,29,40,6.00,94,151,245
13238,8/14/12 17:00,3,0,3,29,66,17.00,78,734,812
13239,2/27/11 17:00,1,0,1,12,54,13.00,66,121,187
13240,6/12/12 10:00,2,0,3,23,89,19.00,29,94,123
13241,9/13/12 16:00,3,0,1,27,39,6.00,85,406,491
13242,1/8/12 0:00,1,0,1,10,40,19.00,14,77,91
13243,3/26/12 5:00,2,0,1,13,77,11.00,0,36,36
13244,5/21/11 18:00,2,0,2,26,45,11.00,191,253,444
13245,5/13/11 2:00,2,0,2,16,88,9.00,3,8,11
13246,1/17/12 18:00,1,0,1,14,63,30.00,12,450,462
13247,5/28/12 23:00,2,1,1,27,74,11.00,22,60,82
13248,11/22/11 21:00,4,0,2,14,100,17.00,4,86,90
13249,4/15/11 22:00,2,1,2,10,82,26.00,16,64,80
13250,2/19/11 6:00,1,0,1,11,17,28.00,3,3,6
13251,3/25/12 4:00,2,0,2,12,94,22.00,1,7,8
13252,7/23/12 16:00,3,0,1,32,52,9.00,111,346,457
13253,6/21/11 23:00,3,0,1,26,74,7.00,11,53,64
13254,8/12/11 2:00,3,0,1,22,57,13.00,0,15,15
13255,7/24/11 1:00,3,0,1,30,66,7.00,33,63,96
13256,2/18/12 15:00,1,0,1,12,41,17.00,229,270,499
13257,5/8/12 20:00,2,0,2,23,69,19.00,40,261,301
13258,7/13/11 22:00,3,0,1,25,83,13.00,48,136,184
13259,5/14/12 7:00,2,0,3,17,94,13.00,3,72,75
13260,11/15/11 8:00,4,0,2,18,68,7.00,27,450,477
13261,4/2/11 20:00,2,0,1,8,53,19.00,29,56,85
13262,3/21/11 10:00,2,0,2,10,76,26.00,17,44,61
13263,1/24/11 9:00,1,0,1,-6,41,0.00,4,98,102
13264,11/30/12 22:00,4,0,1,6,75,0.00,18,145,163
13265,2/4/12 8:00,1,0,1,3,87,0.00,4,86,90
13266,9/20/12 2:00,3,0,1,14,72,6.00,2,9,11
13267,8/22/12 4:00,3,0,1,20,83,7.00,1,7,8
13268,6/25/11 17:00,3,0,1,28,42,15.00,152,247,399
13269,6/14/11 9:00,2,0,1,22,46,13.00,19,173,192
13270,4/11/12 10:00,2,0,2,8,49,22.00,26,127,153
13271,3/8/11 1:00,1,0,1,3,52,9.00,0,3,3
13272,7/14/11 15:00,3,0,1,29,33,20.00,42,137,179
13273,11/24/12 13:00,4,0,1,7,36,22.00,64,161,225
13274,7/13/12 23:00,3,0,2,27,45,9.00,37,175,212
13275,8/17/11 15:00,3,0,1,31,43,9.00,42,117,159
13276,1/14/11 21:00,1,0,1,-1,69,0.00,4,48,52
13277,2/13/12 5:00,1,0,1,-4,58,9.00,0,17,17
13278,4/16/11 14:00,2,0,3,17,83,39.00,14,49,63
13279,6/12/12 16:00,2,0,2,24,89,19.00,30,209,239
13280,9/17/11 15:00,3,0,2,17,72,13.00,148,206,354
13281,9/4/12 10:00,3,0,2,27,74,17.00,42,130,172
13282,6/27/11 23:00,3,0,1,25,69,0.00,16,65,81
13283,10/13/12 22:00,4,0,1,11,62,0.00,33,156,189
13284,8/7/12 6:00,3,0,2,26,79,13.00,3,176,179
13285,2/22/11 17:00,1,0,1,2,51,15.00,8,188,196
13286,12/8/12 16:00,4,0,1,12,82,11.00,139,368,507
13287,3/26/11 18:00,2,0,2,7,21,11.00,64,89,153
13288,11/30/12 8:00,4,0,2,2,80,6.00,20,709,729
13289,8/31/12 10:00,3,0,1,29,62,6.00,59,197,256
13290,10/24/12 6:00,4,0,1,15,82,7.00,11,162,173
13291,1/18/11 21:00,1,0,2,2,93,7.00,0,41,41
13292,9/12/12 5:00,3,0,1,16,72,6.00,4,44,48
13293,7/26/12 16:00,3,0,1,38,38,26.00,62,312,374
13294,8/21/12 14:00,3,0,1,29,37,6.00,110,192,302
13295,10/12/12 0:00,4,0,1,11,66,7.00,8,60,68
13296,11/4/11 10:00,4,0,2,12,71,22.00,19,114,133
13297,8/13/12 8:00,3,0,2,27,51,6.00,25,648,673
13298,12/25/11 2:00,1,0,1,2,75,6.00,0,2,2
13299,3/5/12 14:00,1,0,2,5,57,24.00,13,115,128
13300,5/12/12 9:00,2,0,1,18,49,0.00,87,248,335
13301,8/26/12 6:00,3,0,1,22,88,20.00,5,16,21
13302,4/5/12 5:00,2,0,1,10,43,19.00,1,28,29
13303,4/27/12 12:00,2,0,1,14,36,24.00,63,244,307
13304,5/18/12 19:00,2,0,1,22,41,13.00,91,392,483
13305,9/3/12 16:00,3,1,1,28,70,15.00,165,335,500
13306,6/5/12 20:00,2,0,1,19,49,15.00,44,371,415
13307,9/16/11 1:00,3,0,1,12,67,13.00,7,19,26
13308,2/19/11 0:00,1,0,1,15,12,33.00,6,23,29
13309,8/6/12 2:00,3,0,2,27,79,9.00,0,5,5
13310,8/26/11 14:00,3,0,1,31,59,0.00,55,163,218
13311,2/5/11 1:00,1,0,2,3,65,11.00,1,17,18
13312,6/22/12 18:00,3,0,2,31,55,13.00,61,441,502
13313,4/24/12 7:00,2,0,1,7,66,19.00,3,385,388
13314,7/16/11 4:00,3,0,1,21,73,6.00,9,7,16
13315,6/9/11 23:00,2,0,2,28,57,11.00,15,82,97
13316,9/6/12 10:00,3,0,3,24,94,9.00,9,40,49
13317,2/24/11 22:00,1,0,3,8,87,19.00,5,50,55
13318,4/18/12 22:00,2,0,2,12,77,6.00,9,153,162
13319,10/6/11 23:00,4,0,1,13,88,6.00,18,81,99
13320,2/9/12 9:00,1,0,1,1,59,15.00,9,229,238
13321,12/30/11 6:00,1,0,1,3,70,6.00,1,31,32
13322,11/21/12 3:00,4,0,1,5,87,7.00,0,2,2
13323,7/14/12 7:00,3,0,1,23,78,19.00,7,41,48
13324,2/29/12 14:00,1,0,2,9,93,24.00,2,54,56
13325,12/1/12 17:00,4,0,2,8,76,7.00,50,270,320
13326,12/21/11 6:00,1,0,2,9,87,0.00,1,74,75
13327,1/12/12 1:00,1,0,3,9,93,13.00,0,3,3
13328,7/1/12 3:00,3,0,1,27,84,9.00,6,27,33
13329,12/19/11 2:00,4,0,1,0,80,6.00,0,3,3
13330,8/25/12 17:00,3,0,2,24,74,22.00,132,271,403
13331,9/11/11 21:00,3,0,1,23,69,0.00,45,114,159
13332,1/12/11 5:00,1,0,1,-2,86,11.00,0,5,5
13333,1/18/12 17:00,1,0,1,4,33,30.00,8,338,346
13334,4/8/12 9:00,2,0,1,13,26,15.00,71,108,179
13335,6/22/12 6:00,3,0,2,28,66,0.00,4,117,121
13336,9/3/12 17:00,3,1,1,28,70,9.00,181,317,498
13337,9/20/12 3:00,3,0,1,13,77,0.00,0,6,6
13338,12/29/12 14:00,1,0,2,3,87,6.00,10,88,98
13339,7/15/12 17:00,3,0,1,31,59,33.00,122,314,436
13340,10/14/11 8:00,4,0,2,19,90,11.00,23,186,209
13341,12/20/11 22:00,4,0,2,9,66,0.00,3,104,107
13342,7/30/11 18:00,3,0,1,35,28,13.00,92,207,299
13343,9/15/12 16:00,3,0,2,24,36,15.00,350,433,783
13344,10/20/12 19:00,4,0,1,16,45,9.00,77,268,345
13345,3/12/11 23:00,1,0,1,10,66,6.00,11,38,49
13346,4/17/11 5:00,2,0,1,9,71,11.00,2,1,3
13347,12/2/12 6:00,4,0,2,3,93,9.00,1,15,16
13348,9/24/12 22:00,4,0,1,16,51,15.00,18,154,172
13349,7/3/11 12:00,3,0,1,31,55,7.00,198,206,404
13350,12/20/11 7:00,4,0,2,9,62,0.00,7,259,266
13351,4/27/11 20:00,2,0,1,23,83,22.00,30,188,218
13352,9/24/11 17:00,4,0,1,24,74,7.00,180,246,426
13353,8/29/12 2:00,3,0,1,22,73,9.00,2,4,6
13354,4/24/11 21:00,2,0,3,18,94,11.00,8,53,61
13355,1/25/12 18:00,1,0,1,7,66,9.00,24,415,439
13356,3/4/11 22:00,1,0,1,6,70,13.00,4,40,44
13357,12/10/11 17:00,4,0,1,5,36,22.00,34,150,184
13358,12/15/11 9:00,4,0,2,9,62,19.00,6,274,280
13359,8/12/11 0:00,3,0,1,23,53,11.00,12,53,65
13360,8/10/11 6:00,3,0,1,25,61,0.00,9,110,119
13361,11/5/12 4:00,4,0,2,6,52,17.00,5,11,16
13362,4/19/12 11:00,2,0,1,17,48,0.00,46,180,226
13363,10/24/12 17:00,4,0,1,24,47,0.00,87,876,963
13364,8/4/12 11:00,3,0,1,34,47,17.00,155,315,470
13365,2/14/12 2:00,1,0,2,5,41,0.00,0,3,3
13366,12/12/12 20:00,4,0,1,6,52,19.00,25,243,268
13367,12/13/11 20:00,4,0,1,7,49,11.00,7,154,161
13368,9/4/12 11:00,3,0,2,28,70,19.00,39,159,198
13369,6/14/12 4:00,2,0,2,21,56,17.00,0,6,6
13370,7/8/11 18:00,3,0,1,24,83,6.00,35,281,316
13371,2/21/12 23:00,1,0,1,7,66,15.00,1,46,47
13372,9/8/12 5:00,3,0,2,24,94,17.00,2,13,15
13373,3/7/11 9:00,1,0,1,2,64,31.00,5,129,134
13374,4/15/12 16:00,2,0,1,27,39,24.00,286,330,616
13375,7/10/11 6:00,3,0,1,23,78,6.00,8,17,25
13376,11/6/11 11:00,4,0,1,12,58,6.00,104,216,320
13377,2/19/11 16:00,1,0,1,13,16,43.00,39,81,120
13378,8/28/12 16:00,3,0,1,32,33,22.00,84,396,480
13379,8/15/11 16:00,3,0,1,28,55,22.00,58,225,283
13380,11/21/11 13:00,4,0,2,16,77,9.00,13,121,134
13381,3/6/11 18:00,1,0,3,7,100,24.00,0,23,23
13382,2/2/12 21:00,1,0,1,8,46,28.00,4,143,147
13383,10/3/11 10:00,4,0,2,11,66,7.00,19,82,101
13384,3/8/11 5:00,1,0,1,1,69,7.00,2,8,10
13385,11/28/11 9:00,4,0,2,13,88,15.00,17,191,208
13386,5/21/11 10:00,2,0,1,22,61,7.00,122,201,323
13387,3/25/12 17:00,2,0,1,16,72,6.00,146,272,418
13388,7/13/11 1:00,3,0,1,29,55,0.00,1,11,12
13389,7/4/11 20:00,3,1,2,29,55,7.00,195,191,386
13390,1/25/12 17:00,1,0,1,9,53,11.00,27,443,470
13391,8/30/12 22:00,3,0,1,26,70,0.00,38,253,291
13392,3/25/12 13:00,2,0,2,12,88,11.00,110,257,367
13393,10/7/11 15:00,4,0,1,24,41,0.00,68,202,270
13394,3/11/12 17:00,1,0,1,17,27,20.00,199,297,496
13395,6/5/11 20:00,2,0,1,24,69,13.00,84,195,279
13396,5/1/12 19:00,2,0,1,26,54,9.00,58,428,486
13397,9/22/11 22:00,3,0,2,22,100,6.00,21,166,187
13398,12/20/11 15:00,4,0,2,13,54,0.00,15,139,154
13399,9/10/11 23:00,3,0,2,22,88,0.00,32,107,139
13400,12/19/12 16:00,4,0,1,12,50,24.00,37,297,334
13401,11/24/12 12:00,4,0,2,6,36,41.00,53,146,199
13402,4/21/11 8:00,2,0,2,11,50,33.00,19,344,363
13403,5/27/11 13:00,2,0,1,28,58,13.00,51,158,209
13404,12/13/12 20:00,4,0,1,6,45,0.00,6,235,241
13405,2/16/11 20:00,1,0,1,10,43,13.00,10,108,118
13406,5/18/11 12:00,2,0,1,19,94,20.00,12,42,54
13407,6/19/12 19:00,2,0,1,31,59,15.00,82,432,514
13408,6/7/11 3:00,2,0,1,21,73,6.00,1,1,2
13409,1/7/12 18:00,1,0,1,18,45,9.00,49,248,297
13410,11/5/11 8:00,4,0,1,5,56,22.00,4,80,84
13411,11/29/11 8:00,4,0,1,18,77,19.00,9,438,447
13412,11/21/11 11:00,4,0,2,17,83,7.00,16,111,127
13413,7/3/11 14:00,3,0,1,32,56,17.00,225,150,375
13414,4/16/11 3:00,2,0,2,9,87,11.00,5,9,14
13415,5/30/11 18:00,2,1,1,34,41,11.00,77,172,249
13416,11/25/11 1:00,4,0,1,8,76,0.00,2,12,14
13417,2/8/12 17:00,1,0,3,3,87,7.00,8,147,155
13418,5/30/11 19:00,2,1,2,17,48,7.00,68,157,225
13419,8/22/12 5:00,3,0,1,21,78,0.00,2,38,40
13420,8/20/11 18:00,3,0,1,29,58,17.00,169,225,394
13421,3/19/12 17:00,1,0,1,23,53,15.00,106,615,721
13422,2/28/12 7:00,1,0,1,5,45,20.00,12,313,325
13423,9/18/12 23:00,3,0,2,19,83,15.00,11,67,78
13424,12/28/11 5:00,1,0,1,7,57,24.00,0,9,9
13425,2/24/12 5:00,1,0,2,11,87,13.00,1,25,26
13426,8/3/11 18:00,3,0,3,26,84,0.00,49,443,492
13427,8/24/11 17:00,3,0,1,29,52,24.00,83,482,565
13428,1/9/12 3:00,1,0,1,3,52,11.00,0,3,3
13429,2/17/12 13:00,1,0,1,11,43,24.00,34,170,204
13430,11/26/11 14:00,4,0,2,15,48,9.00,141,158,299
13431,5/7/11 5:00,2,0,1,14,59,9.00,4,3,7
13432,2/2/12 22:00,1,0,1,7,49,28.00,3,105,108
13433,12/20/12 11:00,4,0,2,8,57,15.00,22,168,190
13434,5/14/11 0:00,2,0,2,16,88,9.00,24,78,102
13435,4/7/12 3:00,2,0,1,9,32,17.00,7,21,28
13436,11/8/11 5:00,4,0,1,6,87,6.00,1,17,18
13437,7/22/12 15:00,3,0,1,27,66,7.00,254,370,624
13438,2/15/12 11:00,1,0,1,9,53,19.00,13,125,138
13439,4/18/11 6:00,2,0,1,11,82,0.00,3,51,54
13440,8/14/11 17:00,3,0,1,29,62,9.00,133,196,329
13441,5/28/11 16:00,2,0,1,29,55,19.00,201,201,402
13442,8/5/12 23:00,3,0,2,27,79,11.00,29,58,87
13443,12/1/11 14:00,4,0,1,11,40,15.00,20,130,150
13444,11/17/12 14:00,4,0,1,12,38,13.00,175,380,555
13445,4/7/11 6:00,2,0,1,7,81,17.00,5,59,64
13446,11/25/12 23:00,4,0,1,2,69,6.00,1,40,41
13447,6/7/12 14:00,2,0,1,27,37,17.00,67,198,265
13448,4/26/12 17:00,2,0,1,18,77,11.00,49,564,613
13449,1/31/12 13:00,1,0,1,14,36,15.00,27,171,198
13450,7/31/12 0:00,3,0,1,25,79,9.00,11,27,38
13451,5/31/11 12:00,2,0,1,34,47,9.00,37,124,161
13452,3/22/12 6:00,2,0,2,15,100,6.00,10,126,136
13453,11/19/12 7:00,4,0,2,9,66,20.00,5,381,386
13454,12/14/12 2:00,4,0,1,2,69,0.00,3,6,9
13455,8/26/11 4:00,3,0,1,22,88,0.00,2,6,8
13456,7/15/11 14:00,3,0,1,26,51,13.00,105,160,265
13457,5/15/11 22:00,2,0,1,19,83,0.00,29,88,117
13458,3/16/11 3:00,1,0,2,5,100,15.00,1,2,3
13459,7/7/12 10:00,3,0,1,37,37,15.00,100,225,325
13460,9/22/12 3:00,3,0,1,19,83,19.00,6,39,45
13461,4/19/11 13:00,2,0,2,18,68,15.00,26,103,129
13462,10/20/11 9:00,4,0,1,13,67,39.00,26,196,222
13463,9/28/11 10:00,4,0,2,22,94,0.00,20,109,129
13464,12/15/12 1:00,4,0,2,4,81,6.00,9,86,95
13465,4/17/12 10:00,2,0,1,21,38,28.00,52,165,217
13466,3/20/12 18:00,1,0,1,21,69,17.00,136,664,800
13467,12/6/12 16:00,4,0,1,7,42,0.00,39,292,331
13468,1/12/11 19:00,1,0,1,0,47,28.00,1,81,82
13469,9/3/12 23:00,3,1,2,26,84,17.00,12,58,70
13470,4/7/12 16:00,2,0,1,18,19,26.00,354,260,614
13471,12/9/11 9:00,4,0,1,4,81,6.00,8,256,264
13472,11/27/12 9:00,4,0,2,7,81,9.00,11,257,268
13473,5/2/12 22:00,2,0,1,16,82,15.00,27,146,173
13474,8/3/11 8:00,3,0,2,28,51,11.00,29,407,436
13475,3/19/11 3:00,1,0,2,18,39,22.00,1,7,8
13476,3/26/11 15:00,2,0,1,8,29,13.00,110,109,219
13477,8/16/11 18:00,3,0,1,29,45,15.00,54,516,570
13478,7/8/11 16:00,3,0,3,25,83,30.00,27,104,131
13479,12/30/12 4:00,1,0,2,4,56,15.00,0,7,7
13480,3/24/11 13:00,2,0,2,7,70,15.00,11,90,101
13481,3/13/11 11:00,1,0,1,13,41,28.00,88,93,181
13482,4/11/11 10:00,2,0,2,19,83,20.00,41,55,96
13483,12/14/12 13:00,4,0,1,9,50,15.00,39,274,313
13484,9/16/12 20:00,3,0,1,21,53,7.00,57,267,324
13485,9/25/12 7:00,4,0,1,13,77,13.00,17,539,556
13486,6/9/12 16:00,2,0,1,32,24,13.00,219,315,534
13487,3/14/11 1:00,1,0,1,4,65,6.00,0,1,1
13488,6/22/12 8:00,3,0,1,29,55,9.00,49,561,610
13489,7/24/12 2:00,3,0,1,24,83,11.00,6,10,16
13490,4/27/12 13:00,2,0,1,14,33,26.00,94,212,306
13491,7/25/12 3:00,3,0,1,24,65,15.00,1,11,12
13492,8/7/11 4:00,3,0,1,26,84,9.00,1,5,6
13493,1/30/12 8:00,1,0,1,1,47,15.00,12,480,492
13494,4/17/11 14:00,2,0,1,17,34,26.00,170,191,361
13495,12/8/11 9:00,4,0,1,3,52,26.00,7,217,224
13496,10/9/12 8:00,4,0,2,12,80,13.00,15,698,713
13497,8/10/12 18:00,3,0,1,29,62,20.00,88,552,640
13498,12/13/11 16:00,4,0,1,10,37,17.00,12,194,206
13499,10/9/12 18:00,4,0,2,16,72,15.00,26,758,784
13500,2/7/11 0:00,1,0,1,3,65,0.00,1,14,15
13501,11/30/12 17:00,4,0,1,9,50,13.00,31,551,582
13502,6/16/12 9:00,2,0,1,21,60,6.00,88,279,367
13503,3/22/11 14:00,2,0,1,16,42,22.00,30,71,101
13504,4/30/11 14:00,2,0,1,18,39,15.00,184,268,452
13505,8/3/12 21:00,3,0,2,29,66,13.00,54,224,278
13506,11/26/12 13:00,4,0,1,12,35,7.00,20,197,217
13507,9/27/11 8:00,4,0,2,23,89,7.00,27,397,424
13508,10/26/12 4:00,4,0,2,17,88,11.00,1,4,5
13509,4/13/12 3:00,2,0,1,8,61,11.00,3,8,11
13510,10/30/11 9:00,4,0,1,6,65,17.00,55,92,147
13511,11/12/11 15:00,4,0,1,17,29,19.00,165,221,386
13512,12/11/12 1:00,4,0,1,12,71,30.00,1,7,8
13513,9/11/11 13:00,3,0,1,28,58,7.00,119,230,349
13514,5/3/11 19:00,2,0,1,25,57,24.00,42,323,365
13515,1/14/12 1:00,1,0,1,-1,47,13.00,6,44,50
13516,1/5/12 20:00,1,0,1,6,49,0.00,5,171,176
13517,11/7/12 13:00,4,0,2,7,53,17.00,23,158,181
13518,2/3/12 22:00,1,0,1,8,49,7.00,3,116,119
13519,11/21/11 10:00,4,0,2,17,83,0.00,25,109,134
13520,4/29/12 16:00,2,0,1,21,28,13.00,240,347,587
13521,7/6/11 20:00,3,0,1,27,74,17.00,55,257,312
13522,2/18/11 20:00,1,0,1,21,31,13.00,19,105,124
13523,9/22/12 19:00,3,0,1,26,58,13.00,99,308,407
13524,10/9/12 22:00,4,0,2,15,77,6.00,7,155,162
13525,1/3/11 23:00,1,0,1,0,55,7.00,1,11,12
13526,2/21/11 18:00,1,1,2,3,87,24.00,2,64,66
13527,4/7/11 7:00,2,0,2,8,76,11.00,8,150,158
